jahr,ort,tage,typ
2003,Säntis,0,Tropennächte
2003,Samedan,0,Tropennächte
2003,Sitten,0,Tropennächte
2003,St. Gallen,10,Tropennächte
2003,Zürich-Fluntern,2,Tropennächte
2004,Basel-Binningen,1,Tropennächte
2004,Bern-Zollikofen,0,Tropennächte
2004,Davos,0,Tropennächte
2004,Genf-Cointrin,0,Tropennächte
2004,Locarno-Monti,6,Tropennächte
2004,Lugano,9,Tropennächte
2004,Luzern,0,Tropennächte
2004,Neuenburg,0,Tropennächte
2004,Säntis,0,Tropennächte
2004,Samedan,0,Tropennächte
2004,Sitten,0,Tropennächte
2004,St. Gallen,0,Tropennächte
2004,Zürich-Fluntern,0,Tropennächte
2005,Basel-Binningen,1,Tropennächte
2005,Bern-Zollikofen,0,Tropennächte
2005,Davos,0,Tropennächte
2005,Genf-Cointrin,1,Tropennächte
2005,Locarno-Monti,12,Tropennächte
2005,Lugano,17,Tropennächte
2005,Luzern,0,Tropennächte
2005,Neuenburg,1,Tropennächte
2005,Säntis,0,Tropennächte
2005,Samedan,0,Tropennächte
2005,Sitten,0,Tropennächte
2005,St. Gallen,0,Tropennächte
2005,Zürich-Fluntern,0,Tropennächte
2006,Basel-Binningen,3,Tropennächte
2006,Bern-Zollikofen,0,Tropennächte
2006,Davos,0,Tropennächte
2006,Genf-Cointrin,0,Tropennächte
2006,Locarno-Monti,19,Tropennächte
2006,Lugano,20,Tropennächte
2006,Luzern,0,Tropennächte
2006,Neuenburg,3,Tropennächte
2006,Säntis,0,Tropennächte
2006,Samedan,0,Tropennächte
2006,Sitten,0,Tropennächte
2006,St. Gallen,2,Tropennächte
2006,Zürich-Fluntern,1,Tropennächte
2007,Basel-Binningen,0,Tropennächte
2007,Bern-Zollikofen,0,Tropennächte
2007,Davos,0,Tropennächte
2007,Genf-Cointrin,0,Tropennächte
2007,Locarno-Monti,4,Tropennächte
2007,Lugano,8,Tropennächte
2007,Luzern,0,Tropennächte
2007,Neuenburg,1,Tropennächte
2007,Säntis,0,Tropennächte
2007,Samedan,0,Tropennächte
2007,Sitten,0,Tropennächte
2007,St. Gallen,1,Tropennächte
2007,Zürich-Fluntern,0,Tropennächte
2008,Basel-Binningen,0,Tropennächte
2008,Bern-Zollikofen,0,Tropennächte
2008,Davos,0,Tropennächte
2008,Genf-Cointrin,0,Tropennächte
2008,Locarno-Monti,7,Tropennächte
2008,Lugano,8,Tropennächte
2008,Luzern,0,Tropennächte
2008,Neuenburg,1,Tropennächte
2008,Säntis,0,Tropennächte
2008,Samedan,0,Tropennächte
2008,Sitten,0,Tropennächte
2008,St. Gallen,0,Tropennächte
2008,Zürich-Fluntern,0,Tropennächte
2009,Basel-Binningen,0,Tropennächte
2009,Bern-Zollikofen,0,Tropennächte
2009,Davos,0,Tropennächte
2009,Genf-Cointrin,1,Tropennächte
2009,Locarno-Monti,7,Tropennächte
2009,Lugano,13,Tropennächte
2009,Luzern,0,Tropennächte
2009,Neuenburg,1,Tropennächte
2009,Säntis,0,Tropennächte
2009,Samedan,0,Tropennächte
2009,Sitten,0,Tropennächte
2009,St. Gallen,2,Tropennächte
2009,Zürich-Fluntern,0,Tropennächte
2010,Basel-Binningen,0,Tropennächte
2010,Bern-Zollikofen,0,Tropennächte
2010,Davos,0,Tropennächte
2010,Genf-Cointrin,0,Tropennächte
2010,Locarno-Monti,14,Tropennächte
2010,Lugano,20,Tropennächte
2010,Luzern,0,Tropennächte
2010,Neuenburg,2,Tropennächte
2010,Säntis,0,Tropennächte
2010,Samedan,0,Tropennächte
2010,Sitten,0,Tropennächte
2010,St. Gallen,1,Tropennächte
2010,Zürich-Fluntern,0,Tropennächte
2011,Basel-Binningen,2,Tropennächte
2011,Bern-Zollikofen,0,Tropennächte
2011,Davos,0,Tropennächte
2011,Genf-Cointrin,0,Tropennächte
2011,Locarno-Monti,8,Tropennächte
2011,Lugano,11,Tropennächte
2011,Luzern,0,Tropennächte
2011,Neuenburg,0,Tropennächte
2011,Säntis,0,Tropennächte
2011,Samedan,0,Tropennächte
2011,Sitten,0,Tropennächte
2011,St. Gallen,2,Tropennächte
2011,Zürich-Fluntern,0,Tropennächte
2012,Basel-Binningen,2,Tropennächte
2012,Bern-Zollikofen,0,Tropennächte
2012,Davos,0,Tropennächte
2012,Genf-Cointrin,0,Tropennächte
2012,Locarno-Monti,13,Tropennächte
2012,Lugano,18,Tropennächte
2012,Luzern,0,Tropennächte
2012,Neuenburg,2,Tropennächte
2012,Säntis,0,Tropennächte
2012,Samedan,0,Tropennächte
2012,Sitten,0,Tropennächte
2012,St. Gallen,0,Tropennächte
2012,Zürich-Fluntern,0,Tropennächte
2013,Basel-Binningen,1,Tropennächte
2013,Bern-Zollikofen,0,Tropennächte
2013,Davos,0,Tropennächte
2013,Genf-Cointrin,0,Tropennächte
2013,Locarno-Monti,11,Tropennächte
2013,Lugano,16,Tropennächte
2013,Luzern,0,Tropennächte
2013,Neuenburg,3,Tropennächte
2013,Säntis,0,Tropennächte
2013,Samedan,0,Tropennächte
2013,Sitten,1,Tropennächte
2013,St. Gallen,3,Tropennächte
2013,Zürich-Fluntern,2,Tropennächte
2014,Basel-Binningen,0,Tropennächte
2014,Bern-Zollikofen,0,Tropennächte
2014,Davos,0,Tropennächte
2014,Genf-Cointrin,0,Tropennächte
2014,Locarno-Monti,2,Tropennächte
2014,Lugano,2,Tropennächte
2014,Luzern,0,Tropennächte
2014,Neuenburg,0,Tropennächte
2014,Säntis,0,Tropennächte
2014,Samedan,0,Tropennächte
2014,Sitten,0,Tropennächte
2014,St. Gallen,0,Tropennächte
2014,Zürich-Fluntern,0,Tropennächte
2015,Basel-Binningen,8,Tropennächte
2015,Bern-Zollikofen,0,Tropennächte
2015,Davos,0,Tropennächte
2015,Genf-Cointrin,4,Tropennächte
2015,Locarno-Monti,28,Tropennächte
2015,Lugano,28,Tropennächte
2015,Luzern,4,Tropennächte
2015,Neuenburg,14,Tropennächte
2015,Säntis,0,Tropennächte
2015,Samedan,0,Tropennächte
2015,Sitten,4,Tropennächte
2015,St. Gallen,9,Tropennächte
2015,Zürich-Fluntern,8,Tropennächte
2016,Basel-Binningen,0,Tropennächte
2016,Bern-Zollikofen,0,Tropennächte
2016,Davos,0,Tropennächte
2016,Genf-Cointrin,0,Tropennächte
2016,Locarno-Monti,8,Tropennächte
2016,Lugano,10,Tropennächte
2016,Luzern,0,Tropennächte
2016,Neuenburg,1,Tropennächte
2016,Säntis,0,Tropennächte
2016,Samedan,0,Tropennächte
2016,Sitten,1,Tropennächte
2016,St. Gallen,0,Tropennächte
2016,Zürich-Fluntern,0,Tropennächte
2017,Basel-Binningen,3,Tropennächte
2017,Bern-Zollikofen,0,Tropennächte
2017,Davos,0,Tropennächte
2017,Genf-Cointrin,4,Tropennächte
2017,Locarno-Monti,25,Tropennächte
2017,Lugano,25,Tropennächte
2017,Luzern,2,Tropennächte
2017,Neuenburg,7,Tropennächte
2017,Säntis,0,Tropennächte
2017,Samedan,0,Tropennächte
2017,Sitten,2,Tropennächte
2017,St. Gallen,5,Tropennächte
2017,Zürich-Fluntern,6,Tropennächte
2018,Basel-Binningen,3,Tropennächte
2018,Bern-Zollikofen,0,Tropennächte
2018,Davos,0,Tropennächte
2018,Genf-Cointrin,0,Tropennächte
2018,Locarno-Monti,18,Tropennächte
2018,Lugano,13,Tropennächte
2018,Luzern,3,Tropennächte
2018,Neuenburg,7,Tropennächte
2018,Säntis,0,Tropennächte
2018,Samedan,0,Tropennächte
2018,Sitten,0,Tropennächte
2018,St. Gallen,1,Tropennächte
2018,Zürich-Fluntern,3,Tropennächte
2019,Basel-Binningen,6,Tropennächte
2019,Bern-Zollikofen,0,Tropennächte
2019,Davos,0,Tropennächte
2019,Genf-Cointrin,0,Tropennächte
2019,Locarno-Monti,21,Tropennächte
2019,Lugano,23,Tropennächte
2019,Luzern,3,Tropennächte
2019,Neuenburg,7,Tropennächte
2019,Säntis,0,Tropennächte
2019,Samedan,0,Tropennächte
2019,Sitten,0,Tropennächte
2019,St. Gallen,5,Tropennächte
2019,Zürich-Fluntern,3,Tropennächte
2020,Basel-Binningen,0,Tropennächte
2020,Bern-Zollikofen,0,Tropennächte
2020,Davos,0,Tropennächte
2020,Genf-Cointrin,2,Tropennächte
2020,Locarno-Monti,15,Tropennächte
2020,Lugano,16,Tropennächte
2020,Luzern,0,Tropennächte
2020,Neuenburg,4,Tropennächte
2020,Säntis,0,Tropennächte
2020,Samedan,0,Tropennächte
2020,Sitten,0,Tropennächte
2020,St. Gallen,0,Tropennächte
2020,Zürich-Fluntern,1,Tropennächte
1959,Basel-Binningen,104,Niederschlagstage
1959,Bern-Zollikofen,108,Niederschlagstage
1959,Davos,100,Niederschlagstage
1959,Genf-Cointrin,105,Niederschlagstage
1959,Locarno-Monti,100,Niederschlagstage
1959,Lugano,107,Niederschlagstage
1959,Luzern,118,Niederschlagstage
1959,Neuenburg,112,Niederschlagstage
1959,Säntis,130,Niederschlagstage
1959,Samedan,83,Niederschlagstage
1959,Sitten,80,Niederschlagstage
1959,St. Gallen,118,Niederschlagstage
1959,Zürich-Fluntern,111,Niederschlagstage
1960,Basel-Binningen,132,Niederschlagstage
1960,Bern-Zollikofen,136,Niederschlagstage
1960,Davos,124,Niederschlagstage
1960,Genf-Cointrin,121,Niederschlagstage
1960,Locarno-Monti,129,Niederschlagstage
1960,Lugano,138,Niederschlagstage
1960,Luzern,148,Niederschlagstage
1960,Neuenburg,129,Niederschlagstage
1960,Säntis,186,Niederschlagstage
1960,Samedan,113,Niederschlagstage
1960,Sitten,93,Niederschlagstage
1960,St. Gallen,157,Niederschlagstage
1960,Zürich-Fluntern,152,Niederschlagstage
1961,Basel-Binningen,128,Niederschlagstage
1961,Bern-Zollikofen,126,Niederschlagstage
1961,Davos,104,Niederschlagstage
1961,Genf-Cointrin,101,Niederschlagstage
1961,Locarno-Monti,89,Niederschlagstage
1961,Lugano,88,Niederschlagstage
1961,Luzern,133,Niederschlagstage
1961,Neuenburg,128,Niederschlagstage
1961,Säntis,161,Niederschlagstage
1961,Samedan,79,Niederschlagstage
1961,Sitten,82,Niederschlagstage
1961,St. Gallen,138,Niederschlagstage
1961,Zürich-Fluntern,130,Niederschlagstage
1962,Basel-Binningen,105,Niederschlagstage
1962,Bern-Zollikofen,113,Niederschlagstage
1962,Davos,118,Niederschlagstage
1962,Genf-Cointrin,98,Niederschlagstage
1962,Locarno-Monti,88,Niederschlagstage
1962,Lugano,87,Niederschlagstage
1962,Luzern,121,Niederschlagstage
1962,Neuenburg,108,Niederschlagstage
1962,Säntis,174,Niederschlagstage
1962,Samedan,82,Niederschlagstage
1962,Sitten,68,Niederschlagstage
1962,St. Gallen,146,Niederschlagstage
1962,Zürich-Fluntern,113,Niederschlagstage
1963,Basel-Binningen,115,Niederschlagstage
1963,Bern-Zollikofen,124,Niederschlagstage
1963,Davos,113,Niederschlagstage
1963,Genf-Cointrin,117,Niederschlagstage
1963,Locarno-Monti,116,Niederschlagstage
1963,Lugano,119,Niederschlagstage
1963,Luzern,133,Niederschlagstage
1963,Neuenburg,124,Niederschlagstage
1963,Säntis,163,Niederschlagstage
1963,Samedan,94,Niederschlagstage
1963,Sitten,76,Niederschlagstage
1963,St. Gallen,141,Niederschlagstage
1963,Zürich-Fluntern,123,Niederschlagstage
1964,Basel-Binningen,100,Niederschlagstage
1964,Bern-Zollikofen,110,Niederschlagstage
1964,Davos,121,Niederschlagstage
1964,Genf-Cointrin,88,Niederschlagstage
1964,Locarno-Monti,104,Niederschlagstage
1964,Lugano,106,Niederschlagstage
1964,Luzern,119,Niederschlagstage
1964,Neuenburg,92,Niederschlagstage
1964,Säntis,157,Niederschlagstage
1964,Samedan,92,Niederschlagstage
1964,Sitten,72,Niederschlagstage
1964,St. Gallen,130,Niederschlagstage
1964,Zürich-Fluntern,128,Niederschlagstage
1965,Basel-Binningen,154,Niederschlagstage
1965,Bern-Zollikofen,166,Niederschlagstage
1965,Davos,155,Niederschlagstage
1965,Genf-Cointrin,151,Niederschlagstage
1965,Locarno-Monti,91,Niederschlagstage
1965,Lugano,102,Niederschlagstage
1965,Luzern,177,Niederschlagstage
1965,Neuenburg,161,Niederschlagstage
1965,Säntis,229,Niederschlagstage
1965,Samedan,104,Niederschlagstage
1965,Sitten,100,Niederschlagstage
1965,St. Gallen,187,Niederschlagstage
1965,Zürich-Fluntern,175,Niederschlagstage
1966,Basel-Binningen,134,Niederschlagstage
1966,Bern-Zollikofen,136,Niederschlagstage
1966,Davos,133,Niederschlagstage
1966,Genf-Cointrin,129,Niederschlagstage
1966,Locarno-Monti,109,Niederschlagstage
1966,Lugano,117,Niederschlagstage
1966,Luzern,159,Niederschlagstage
1966,Neuenburg,141,Niederschlagstage
1966,Säntis,198,Niederschlagstage
1966,Samedan,100,Niederschlagstage
1966,Sitten,94,Niederschlagstage
1966,St. Gallen,175,Niederschlagstage
1966,Zürich-Fluntern,160,Niederschlagstage
1967,Basel-Binningen,115,Niederschlagstage
1967,Bern-Zollikofen,117,Niederschlagstage
1967,Davos,123,Niederschlagstage
1967,Genf-Cointrin,109,Niederschlagstage
1967,Locarno-Monti,100,Niederschlagstage
1967,Lugano,93,Niederschlagstage
1967,Luzern,132,Niederschlagstage
1967,Neuenburg,110,Niederschlagstage
1967,Säntis,179,Niederschlagstage
1967,Samedan,98,Niederschlagstage
1967,Sitten,80,Niederschlagstage
1967,St. Gallen,142,Niederschlagstage
1967,Zürich-Fluntern,121,Niederschlagstage
1968,Basel-Binningen,142,Niederschlagstage
1968,Bern-Zollikofen,136,Niederschlagstage
1968,Davos,134,Niederschlagstage
1968,Genf-Cointrin,133,Niederschlagstage
1968,Locarno-Monti,127,Niederschlagstage
1968,Lugano,122,Niederschlagstage
1968,Luzern,147,Niederschlagstage
1968,Neuenburg,143,Niederschlagstage
1968,Säntis,172,Niederschlagstage
1968,Samedan,107,Niederschlagstage
1968,Sitten,90,Niederschlagstage
1968,St. Gallen,145,Niederschlagstage
1968,Zürich-Fluntern,144,Niederschlagstage
1969,Basel-Binningen,120,Niederschlagstage
1969,Bern-Zollikofen,125,Niederschlagstage
1969,Davos,122,Niederschlagstage
1969,Genf-Cointrin,98,Niederschlagstage
1969,Locarno-Monti,104,Niederschlagstage
1969,Lugano,98,Niederschlagstage
1969,Luzern,135,Niederschlagstage
1969,Neuenburg,112,Niederschlagstage
1969,Säntis,159,Niederschlagstage
1969,Samedan,96,Niederschlagstage
1969,Sitten,82,Niederschlagstage
1969,St. Gallen,133,Niederschlagstage
1969,Zürich-Fluntern,125,Niederschlagstage
1970,Basel-Binningen,138,Niederschlagstage
1970,Bern-Zollikofen,143,Niederschlagstage
1970,Davos,153,Niederschlagstage
1970,Genf-Cointrin,123,Niederschlagstage
1970,Locarno-Monti,98,Niederschlagstage
1970,Lugano,109,Niederschlagstage
1970,Luzern,156,Niederschlagstage
1970,Neuenburg,135,Niederschlagstage
1970,Säntis,211,Niederschlagstage
1970,Samedan,116,Niederschlagstage
1970,Sitten,93,Niederschlagstage
1970,St. Gallen,177,Niederschlagstage
1970,Zürich-Fluntern,152,Niederschlagstage
1971,Basel-Binningen,98,Niederschlagstage
1971,Bern-Zollikofen,93,Niederschlagstage
1971,Davos,101,Niederschlagstage
1971,Genf-Cointrin,81,Niederschlagstage
1971,Locarno-Monti,108,Niederschlagstage
1971,Lugano,101,Niederschlagstage
1971,Luzern,110,Niederschlagstage
1971,Neuenburg,88,Niederschlagstage
1971,Säntis,149,Niederschlagstage
1971,Samedan,89,Niederschlagstage
1971,Sitten,66,Niederschlagstage
1971,St. Gallen,129,Niederschlagstage
1971,Zürich-Fluntern,114,Niederschlagstage
1972,Basel-Binningen,98,Niederschlagstage
1972,Bern-Zollikofen,113,Niederschlagstage
1972,Davos,114,Niederschlagstage
1972,Genf-Cointrin,90,Niederschlagstage
1972,Locarno-Monti,136,Niederschlagstage
1972,Lugano,136,Niederschlagstage
1972,Luzern,115,Niederschlagstage
1972,Neuenburg,101,Niederschlagstage
1972,Säntis,144,Niederschlagstage
1972,Samedan,103,Niederschlagstage
1972,Sitten,66,Niederschlagstage
1972,St. Gallen,125,Niederschlagstage
1972,Zürich-Fluntern,120,Niederschlagstage
1973,Basel-Binningen,117,Niederschlagstage
1973,Bern-Zollikofen,107,Niederschlagstage
1973,Davos,138,Niederschlagstage
1973,Genf-Cointrin,96,Niederschlagstage
1973,Locarno-Monti,90,Niederschlagstage
1973,Lugano,90,Niederschlagstage
1973,Luzern,125,Niederschlagstage
1973,Neuenburg,116,Niederschlagstage
1973,Säntis,168,Niederschlagstage
1973,Samedan,108,Niederschlagstage
1973,Sitten,74,Niederschlagstage
1973,St. Gallen,148,Niederschlagstage
1973,Zürich-Fluntern,136,Niederschlagstage
1974,Basel-Binningen,125,Niederschlagstage
1974,Bern-Zollikofen,137,Niederschlagstage
1974,Davos,141,Niederschlagstage
1974,Genf-Cointrin,123,Niederschlagstage
1974,Locarno-Monti,112,Niederschlagstage
1974,Lugano,107,Niederschlagstage
1974,Luzern,151,Niederschlagstage
1974,Neuenburg,119,Niederschlagstage
1974,Säntis,198,Niederschlagstage
1974,Samedan,95,Niederschlagstage
1974,Sitten,97,Niederschlagstage
1974,St. Gallen,157,Niederschlagstage
1974,Zürich-Fluntern,150,Niederschlagstage
1975,Basel-Binningen,117,Niederschlagstage
1975,Bern-Zollikofen,116,Niederschlagstage
1975,Davos,106,Niederschlagstage
1975,Genf-Cointrin,114,Niederschlagstage
1975,Locarno-Monti,125,Niederschlagstage
1975,Lugano,118,Niederschlagstage
1975,Luzern,122,Niederschlagstage
1975,Neuenburg,112,Niederschlagstage
1975,Säntis,145,Niederschlagstage
1975,Samedan,80,Niederschlagstage
1975,Sitten,74,Niederschlagstage
1975,St. Gallen,127,Niederschlagstage
1975,Zürich-Fluntern,120,Niederschlagstage
1976,Basel-Binningen,94,Niederschlagstage
1976,Bern-Zollikofen,97,Niederschlagstage
1976,Davos,119,Niederschlagstage
1976,Genf-Cointrin,91,Niederschlagstage
1976,Locarno-Monti,92,Niederschlagstage
1976,Lugano,103,Niederschlagstage
1976,Luzern,108,Niederschlagstage
1976,Neuenburg,104,Niederschlagstage
1976,Säntis,152,Niederschlagstage
1976,Samedan,92,Niederschlagstage
1976,Sitten,71,Niederschlagstage
1976,St. Gallen,130,Niederschlagstage
1976,Zürich-Fluntern,114,Niederschlagstage
1977,Basel-Binningen,139,Niederschlagstage
1977,Bern-Zollikofen,152,Niederschlagstage
1977,Davos,137,Niederschlagstage
1977,Genf-Cointrin,150,Niederschlagstage
1977,Locarno-Monti,117,Niederschlagstage
1977,Lugano,131,Niederschlagstage
1977,Luzern,152,Niederschlagstage
1977,Neuenburg,155,Niederschlagstage
1977,Säntis,173,Niederschlagstage
1977,Samedan,116,Niederschlagstage
1977,Sitten,103,Niederschlagstage
1977,St. Gallen,151,Niederschlagstage
1977,Zürich-Fluntern,151,Niederschlagstage
1978,Basel-Binningen,122,Niederschlagstage
1978,Bern-Zollikofen,131,Niederschlagstage
1978,Davos,137,Niederschlagstage
1978,Genf-Cointrin,128,Niederschlagstage
1978,Locarno-Monti,101,Niederschlagstage
1978,Lugano,101,Niederschlagstage
1978,Luzern,139,Niederschlagstage
1978,Neuenburg,133,Niederschlagstage
1978,Säntis,165,Niederschlagstage
1978,Samedan,95,Niederschlagstage
1978,Sitten,80,Niederschlagstage
1978,St. Gallen,146,Niederschlagstage
1978,Zürich-Fluntern,130,Niederschlagstage
1979,Basel-Binningen,141,Niederschlagstage
1979,Bern-Zollikofen,143,Niederschlagstage
1979,Davos,144,Niederschlagstage
1979,Genf-Cointrin,137,Niederschlagstage
1979,Locarno-Monti,109,Niederschlagstage
1979,Lugano,108,Niederschlagstage
1979,Luzern,156,Niederschlagstage
1979,Neuenburg,132,Niederschlagstage
1979,Säntis,184,Niederschlagstage
1979,Samedan,103,Niederschlagstage
1979,Sitten,90,Niederschlagstage
1979,St. Gallen,162,Niederschlagstage
1979,Zürich-Fluntern,145,Niederschlagstage
1980,Basel-Binningen,125,Niederschlagstage
1980,Bern-Zollikofen,137,Niederschlagstage
1980,Davos,127,Niederschlagstage
1980,Genf-Cointrin,125,Niederschlagstage
1980,Locarno-Monti,81,Niederschlagstage
1980,Lugano,93,Niederschlagstage
1980,Luzern,144,Niederschlagstage
1980,Neuenburg,128,Niederschlagstage
1980,Säntis,194,Niederschlagstage
1980,Samedan,70,Niederschlagstage
1980,Sitten,86,Niederschlagstage
1980,St. Gallen,160,Niederschlagstage
1980,Zürich-Fluntern,138,Niederschlagstage
1981,Basel-Binningen,141,Niederschlagstage
1981,Bern-Zollikofen,136,Niederschlagstage
1981,Davos,147,Niederschlagstage
1981,Genf-Cointrin,122,Niederschlagstage
1981,Locarno-Monti,98,Niederschlagstage
1981,Lugano,94,Niederschlagstage
1981,Luzern,153,Niederschlagstage
1981,Neuenburg,137,Niederschlagstage
1981,Säntis,196,Niederschlagstage
1981,Samedan,93,Niederschlagstage
1981,Sitten,101,Niederschlagstage
1981,St. Gallen,170,Niederschlagstage
1981,Zürich-Fluntern,148,Niederschlagstage
1982,Basel-Binningen,130,Niederschlagstage
1982,Bern-Zollikofen,127,Niederschlagstage
1982,Davos,109,Niederschlagstage
1982,Genf-Cointrin,112,Niederschlagstage
1982,Locarno-Monti,102,Niederschlagstage
1982,Lugano,97,Niederschlagstage
1982,Luzern,137,Niederschlagstage
1982,Neuenburg,128,Niederschlagstage
1982,Säntis,163,Niederschlagstage
1982,Samedan,99,Niederschlagstage
1982,Sitten,93,Niederschlagstage
1982,St. Gallen,140,Niederschlagstage
1982,Zürich-Fluntern,139,Niederschlagstage
1983,Basel-Binningen,121,Niederschlagstage
1983,Bern-Zollikofen,114,Niederschlagstage
1983,Davos,127,Niederschlagstage
1983,Genf-Cointrin,114,Niederschlagstage
1983,Locarno-Monti,94,Niederschlagstage
1983,Lugano,95,Niederschlagstage
1983,Luzern,123,Niederschlagstage
1983,Neuenburg,119,Niederschlagstage
1983,Säntis,153,Niederschlagstage
1983,Samedan,92,Niederschlagstage
1983,Sitten,70,Niederschlagstage
1983,St. Gallen,140,Niederschlagstage
1983,Zürich-Fluntern,122,Niederschlagstage
1984,Basel-Binningen,116,Niederschlagstage
1984,Bern-Zollikofen,121,Niederschlagstage
1984,Davos,121,Niederschlagstage
1984,Genf-Cointrin,118,Niederschlagstage
1984,Locarno-Monti,100,Niederschlagstage
1984,Lugano,100,Niederschlagstage
1984,Luzern,122,Niederschlagstage
1984,Neuenburg,122,Niederschlagstage
1984,Säntis,162,Niederschlagstage
1984,Samedan,75,Niederschlagstage
1984,Sitten,83,Niederschlagstage
1984,St. Gallen,146,Niederschlagstage
1984,Zürich-Fluntern,116,Niederschlagstage
1985,Basel-Binningen,95,Niederschlagstage
1985,Bern-Zollikofen,113,Niederschlagstage
1985,Davos,112,Niederschlagstage
1985,Genf-Cointrin,91,Niederschlagstage
1985,Locarno-Monti,103,Niederschlagstage
1985,Lugano,103,Niederschlagstage
1985,Luzern,126,Niederschlagstage
1985,Neuenburg,100,Niederschlagstage
1985,Säntis,147,Niederschlagstage
1985,Samedan,80,Niederschlagstage
1985,Sitten,72,Niederschlagstage
1985,St. Gallen,139,Niederschlagstage
1985,Zürich-Fluntern,119,Niederschlagstage
1986,Basel-Binningen,123,Niederschlagstage
1986,Bern-Zollikofen,124,Niederschlagstage
1986,Davos,121,Niederschlagstage
1986,Genf-Cointrin,123,Niederschlagstage
1986,Locarno-Monti,102,Niederschlagstage
1986,Lugano,95,Niederschlagstage
1986,Luzern,130,Niederschlagstage
1986,Neuenburg,125,Niederschlagstage
1986,Säntis,155,Niederschlagstage
1986,Samedan,92,Niederschlagstage
1986,Sitten,86,Niederschlagstage
1986,St. Gallen,140,Niederschlagstage
1986,Zürich-Fluntern,140,Niederschlagstage
1987,Basel-Binningen,127,Niederschlagstage
1987,Bern-Zollikofen,136,Niederschlagstage
1987,Davos,134,Niederschlagstage
1987,Genf-Cointrin,123,Niederschlagstage
1987,Locarno-Monti,101,Niederschlagstage
1987,Lugano,99,Niederschlagstage
1987,Luzern,151,Niederschlagstage
1987,Neuenburg,131,Niederschlagstage
1987,Säntis,171,Niederschlagstage
1987,Samedan,84,Niederschlagstage
1987,Sitten,84,Niederschlagstage
1987,St. Gallen,151,Niederschlagstage
1987,Zürich-Fluntern,141,Niederschlagstage
1988,Basel-Binningen,133,Niederschlagstage
1988,Bern-Zollikofen,142,Niederschlagstage
1988,Davos,143,Niederschlagstage
1988,Genf-Cointrin,127,Niederschlagstage
1988,Locarno-Monti,109,Niederschlagstage
1988,Lugano,100,Niederschlagstage
1988,Luzern,138,Niederschlagstage
1988,Neuenburg,134,Niederschlagstage
1988,Säntis,207,Niederschlagstage
1988,Samedan,82,Niederschlagstage
1988,Sitten,88,Niederschlagstage
1988,St. Gallen,166,Niederschlagstage
1988,Zürich-Fluntern,155,Niederschlagstage
1989,Basel-Binningen,106,Niederschlagstage
1989,Bern-Zollikofen,105,Niederschlagstage
1989,Davos,115,Niederschlagstage
1989,Genf-Cointrin,73,Niederschlagstage
1989,Locarno-Monti,85,Niederschlagstage
1989,Lugano,88,Niederschlagstage
1989,Luzern,124,Niederschlagstage
1989,Neuenburg,99,Niederschlagstage
1989,Säntis,162,Niederschlagstage
1989,Samedan,83,Niederschlagstage
1989,Sitten,66,Niederschlagstage
1989,St. Gallen,137,Niederschlagstage
1989,Zürich-Fluntern,126,Niederschlagstage
1990,Basel-Binningen,120,Niederschlagstage
1990,Bern-Zollikofen,123,Niederschlagstage
1990,Davos,130,Niederschlagstage
1990,Genf-Cointrin,103,Niederschlagstage
1990,Locarno-Monti,91,Niederschlagstage
1990,Lugano,95,Niederschlagstage
1990,Luzern,138,Niederschlagstage
1990,Neuenburg,122,Niederschlagstage
1990,Säntis,174,Niederschlagstage
1990,Samedan,86,Niederschlagstage
1990,Sitten,92,Niederschlagstage
1990,St. Gallen,142,Niederschlagstage
1990,Zürich-Fluntern,130,Niederschlagstage
1991,Basel-Binningen,96,Niederschlagstage
1991,Bern-Zollikofen,103,Niederschlagstage
1991,Davos,100,Niederschlagstage
1991,Genf-Cointrin,87,Niederschlagstage
1991,Locarno-Monti,87,Niederschlagstage
1991,Lugano,83,Niederschlagstage
1991,Luzern,120,Niederschlagstage
1991,Neuenburg,107,Niederschlagstage
1991,Säntis,151,Niederschlagstage
1991,Samedan,65,Niederschlagstage
1991,Sitten,72,Niederschlagstage
1991,St. Gallen,122,Niederschlagstage
1991,Zürich-Fluntern,110,Niederschlagstage
1992,Basel-Binningen,120,Niederschlagstage
1992,Bern-Zollikofen,124,Niederschlagstage
1992,Davos,122,Niederschlagstage
1992,Genf-Cointrin,107,Niederschlagstage
1992,Locarno-Monti,100,Niederschlagstage
1992,Lugano,104,Niederschlagstage
1992,Luzern,130,Niederschlagstage
1992,Neuenburg,119,Niederschlagstage
1992,Säntis,155,Niederschlagstage
1992,Samedan,94,Niederschlagstage
1992,Sitten,93,Niederschlagstage
1992,St. Gallen,130,Niederschlagstage
1992,Zürich-Fluntern,132,Niederschlagstage
1993,Basel-Binningen,128,Niederschlagstage
1993,Bern-Zollikofen,142,Niederschlagstage
1993,Davos,129,Niederschlagstage
1993,Genf-Cointrin,111,Niederschlagstage
1993,Locarno-Monti,118,Niederschlagstage
1993,Lugano,100,Niederschlagstage
1993,Luzern,133,Niederschlagstage
1993,Neuenburg,123,Niederschlagstage
1993,Säntis,171,Niederschlagstage
1993,Samedan,85,Niederschlagstage
1993,Sitten,80,Niederschlagstage
1993,St. Gallen,152,Niederschlagstage
1993,Zürich-Fluntern,130,Niederschlagstage
1994,Basel-Binningen,128,Niederschlagstage
